date,sleep_hours,rhr,hrv,active_calories,target_ratio
2026-02-26,1.3275000000000001,58.0,44.27106666666666,743.6370000000001,-0.6
2026-02-27,6.107777777777779,66.0,60.96233333333333,281.60900000000004,0.32
2026-02-28,6.107777777777779,58.0,50.44823333333334,552.6239999999996,0.15
2026-03-01,8.979166666666666,58.0,53.68935,901.5180000000007,0.45
2026-03-02,1.3525,59.0,50.501466666666666,461.8140000000001,-0.45
2026-03-03,6.107777777777779,65.0,42.979375000000005,251.56800000000004,-0.01
2026-03-04,6.107777777777779,63.0,45.07338,811.1110000000003,-0.13
2026-03-05,6.107777777777779,68.0,34.15735,526.8059999999999,-0.32
2026-03-06,6.107777777777779,87.0,37.44335,528.6030000000001,-0.51
2026-03-07,6.107777777777779,58.0,55.501340000000006,548.135,0.25
2026-03-08,6.107777777777779,61.0,40.587450000000004,587.6060000000001,-0.11
2026-03-09,6.107777777777779,66.0,54.64686666666666,41.471000000000004,0.28
2026-03-10,6.107777777777779,66.0,54.64686666666666,376.08800000000014,0.17
2026-03-11,6.107777777777779,64.0,48.706925,356.53000000000014,0.09
2026-03-12,6.107777777777779,63.0,40.88722,619.6790000000001,-0.15
2026-03-13,6.107777777777779,66.0,35.126599999999996,613.3659999999995,-0.3
2026-03-14,6.107777777777779,59.0,46.77953333333334,140.70099999999994,0.2
2026-03-15,6.107777777777779,59.0,46.77953333333334,269.679,0.16
2026-03-16,6.107777777777779,64.0,39.60203333333333,15.459,0.02
2026-03-17,6.107777777777779,62.0,40.933575000000005,391.142,-0.05
2026-03-18,6.107777777777779,62.0,40.933575000000005,417.01500000000004,-0.06
2026-03-19,6.107777777777779,65.0,36.627649999999996,3.88,-0.05
2026-03-20,6.107777777777779,65.0,44.5993,378.2119999999999,-0.02
2026-03-23,6.107777777777779,62.0,54.69196666666667,70.855,0.33
2026-03-24,6.107777777777779,67.0,38.60483333333333,358.95900000000006,-0.16
2026-03-25,7.834444444444445,67.0,38.916014285714276,67.56699999999998,0.18
2026-03-26,3.1863888888888883,60.0,71.47258,552.2760000000001,0.14
2026-03-27,4.374166666666666,63.0,58.7528,475.4509999999998,0.03
2026-03-28,6.107777777777779,60.0,58.7528,390.3829999999998,0.33
2026-03-29,6.107777777777779,65.0,39.3664,330.62300000000005,-0.11
2026-03-30,6.107777777777779,67.0,36.0728,131.28400000000002,-0.14
2026-03-31,6.107777777777779,63.0,52.5059,288.1959999999999,0.2
2026-04-01,6.107777777777779,63.0,30.2263,438.25,-0.29
2026-04-02,6.107777777777779,55.0,58.45984000000001,62.144999999999996,0.49
2026-04-03,3.145555555555555,60.0,49.077574999999996,453.00899999999996,-0.27
2026-04-04,1.4355555555555555,62.0,43.078066666666665,550.594,-0.61
2026-04-05,6.107777777777779,62.0,43.078066666666665,690.1279999999995,-0.11
2026-04-06,6.107777777777779,64.0,48.52595,0.109,0.21
2026-04-07,6.107777777777779,67.0,31.231180000000002,405.43600000000026,-0.32
2026-04-08,6.107777777777779,65.0,52.778175000000005,419.29799999999994,0.13
2026-04-09,6.107777777777779,68.0,42.014466666666664,544.7789999999999,-0.18
2026-04-10,6.107777777777779,61.0,50.5802,457.36000000000007,0.14
2026-04-11,6.107777777777779,62.0,28.27715,503.84700000000015,-0.33
2026-04-12,6.107777777777779,62.0,49.96973333333333,564.383,0.07
2026-04-13,6.107777777777779,59.0,44.044799999999995,378.12,0.07
2026-04-14,6.107777777777779,62.0,40.969325,524.7660000000001,-0.1
2026-04-15,6.107777777777779,60.0,59.98325,586.0899999999997,0.29
2026-04-16,6.107777777777779,64.0,46.159949999999995,400.7520000000002,0.02
2026-04-17,1.7261111111111112,68.0,26.0334,545.175,-0.8
2026-04-18,6.107777777777779,68.0,35.90925,218.4749999999999,-0.19
2026-04-19,5.883333333333334,58.0,46.77376,51.318,0.22
2026-04-20,6.107777777777779,62.0,43.291039999999995,357.071,0.01
2026-04-21,2.5477777777777777,66.0,45.971720000000005,477.80799999999977,-0.49
2026-04-22,6.107777777777779,58.0,43.43890000000001,683.5269999999999,-0.04
2026-04-23,6.107777777777779,59.0,49.28832,227.33900000000003,0.22
2026-04-24,6.107777777777779,58.0,48.9734,598.8920000000004,0.1
2026-04-25,6.107777777777779,55.0,48.12426,324.95899999999995,0.23
2026-04-26,6.107777777777779,63.0,39.98327999999999,387.2049999999999,-0.08
2026-04-27,6.107777777777779,62.0,50.518,206.985,0.21
2026-04-28,6.107777777777779,67.0,44.444700000000005,462.8080000000002,-0.08
2026-04-29,6.107777777777779,63.0,32.94213333333334,621.313,-0.3
2026-04-30,6.107777777777779,63.0,48.437799999999996,549.8030000000001,0.03
2026-05-01,6.107777777777779,63.0,28.2512,368.301,-0.31
2026-05-02,6.107777777777779,64.0,39.2049,247.03999999999996,-0.07
2026-05-03,5.65138888888889,64.0,59.455650000000006,132.053,0.31
2026-05-04,6.107777777777779,72.0,35.073025,53.856000000000016,-0.21
2026-05-05,6.107777777777779,79.0,37.31943333333333,554.553,-0.42
2026-05-06,5.551666666666666,66.0,38.5032,397.4900000000001,-0.24
2026-05-07,6.107777777777779,70.0,32.202675,549.8099999999998,-0.39
2026-05-08,6.107777777777779,71.0,24.059775000000002,662.9080000000004,-0.56
2026-05-09,6.107777777777779,63.0,61.09460000000001,794.034,0.2
2026-05-10,7.219722222222224,66.0,36.54655,166.012,0.03
2026-05-11,6.107777777777779,70.0,41.3552,589.4830000000001,-0.23
2026-05-12,5.925277777777778,64.0,36.42081666666666,523.365,-0.24
2026-05-13,6.0249999999999995,55.0,39.868975000000006,647.714,-0.06
2026-05-14,6.107777777777779,63.0,46.62025,476.474,0.02
2026-05-15,6.107777777777779,66.0,43.15275,652.391,-0.16
2026-05-16,6.107777777777779,61.0,35.63285,486.8490000000001,-0.17
2026-05-17,6.107777777777779,61.0,35.63285,445.99700000000007,-0.16
2026-05-18,6.107777777777779,67.0,34.2109,1.5699999999999998,-0.13
2026-05-19,6.107777777777779,64.0,43.1374,643.2039999999998,-0.12
2026-05-20,6.107777777777779,61.0,45.831266666666664,504.71900000000016,0.03
2026-05-21,6.107777777777779,63.0,54.98343333333333,385.83299999999997,0.22
2026-05-22,6.107777777777779,65.0,50.69554,628.3639999999998,0.02
2026-05-23,6.107777777777779,65.0,50.69554,648.1980000000002,0.01
2026-05-24,6.107777777777779,66.0,42.36735,6.098,0.05
2026-05-25,8.647222222222222,68.0,49.7327,123.716,0.44
2026-05-26,6.107777777777779,65.0,29.3619,263.01700000000005,-0.28
2026-05-27,6.107777777777779,60.0,48.91913333333333,588.1000000000001,0.07
2026-05-28,6.107777777777779,66.0,47.64386666666667,419.7730000000001,0.01
2026-05-29,6.107777777777779,67.0,51.422974999999994,438.01,0.07
2026-05-30,6.107777777777779,64.0,50.18445,392.185,0.1
2026-06-02,6.107777777777779,61.0,43.6301,0.11,0.16
2026-06-03,6.107777777777779,61.0,43.6301,505.5500000000003,-0.02
2026-06-06,7.1786111111111115,62.0,48.10441666666667,159.37000000000003,0.31
2026-06-07,6.107777777777779,62.0,50.3096,646.9209999999997,0.05
2026-06-08,6.107777777777779,62.0,50.3096,130.443,0.23
2026-06-09,0.2738888888888889,67.0,36.08756,0.181,-0.71
2026-06-10,7.717777777777779,63.0,51.261480000000006,545.2639999999998,0.3
2026-06-11,6.107777777777779,65.0,48.52165,417.83899999999994,0.05
2026-06-12,6.107777777777779,65.0,48.52165,29.775999999999996,0.18
2026-06-13,6.107777777777779,65.0,48.52165,402.463,0.05
2026-06-14,6.107777777777779,65.0,48.52165,75.73099999999998,0.16
2026-06-15,6.107777777777779,69.0,32.525675,0.322,-0.19
2026-06-16,1.1288888888888888,68.0,46.7017,382.99700000000007,-0.61
2026-06-17,2.0,64.0,50.303733333333334,423.8150000000001,-0.43
2026-06-18,6.107777777777779,73.0,35.5636,428.2390000000002,-0.33
2026-06-19,6.107777777777779,69.0,38.2419,245.215,-0.16
2026-06-20,5.949999999999999,64.0,55.068466666666666,641.1150000000002,0.1
2026-06-21,6.107777777777779,67.0,38.421549999999996,388.392,-0.18
2026-06-22,5.751388888888889,66.0,58.125375,111.373,0.28
2026-06-23,6.107777777777779,66.0,44.18145,612.2700000000001,-0.12
2026-06-24,6.107777777777779,66.0,41.79566,430.28899999999965,-0.11
2026-06-25,6.107777777777779,63.0,44.19716666666667,417.32900000000006,-0.01
2026-06-26,6.107777777777779,65.0,37.88805,658.2219999999998,-0.25
2026-06-30,6.107777777777779,75.0,41.822675,558.6479999999999,-0.29
2026-07-01,6.107777777777779,62.0,41.18383333333333,421.75200000000007,-0.06
2026-07-02,6.107777777777779,62.0,35.880525000000006,363.0400000000001,-0.14
2026-07-03,6.107777777777779,64.0,40.0961,363.69900000000007,-0.09
2026-07-04,6.066388888888889,60.0,34.422200000000004,493.50500000000017,-0.19
2026-07-05,6.107777777777779,61.0,39.7951,48.07500000000002,0.06
2026-07-06,6.090833333333332,66.0,53.44290000000001,85.52799999999999,0.24
2026-07-07,6.107777777777779,61.0,33.67543333333333,589.5420000000003,-0.25
2026-07-08,6.107777777777779,69.0,34.7398,385.15200000000004,-0.28
2026-07-09,6.107777777777779,65.0,34.36644,509.87199999999996,-0.27
2026-07-10,6.107777777777779,65.0,33.7195,708.7349999999996,-0.34
2026-07-13,6.107777777777779,65.0,37.3146,264.845,-0.13
2026-07-14,6.107777777777779,66.0,30.1516,700.5620000000001,-0.41
2026-07-15,6.107777777777779,58.0,59.690639999999995,209.77900000000005,0.43
2026-07-16,6.050277777777778,53.0,53.628449999999994,552.006,0.28
2026-07-20,4.6144444444444455,66.0,24.875280000000004,440.24200000000013,-0.58
2026-07-21,6.107777777777779,71.0,37.863,546.5820000000001,-0.3
2026-07-22,6.107777777777779,62.0,43.7138,409.85799999999995,-0.0
2026-07-23,6.107777777777779,64.0,49.9956,199.05399999999997,0.17
2026-07-24,2.3074999999999997,65.0,52.251000000000005,352.70800000000014,-0.36
2026-07-25,6.107777777777779,65.0,55.5648,581.9410000000004,0.13
2026-07-26,6.107777777777779,63.0,47.0664,272.18,0.1
2026-07-27,7.336388888888889,59.0,35.850759999999994,202.94100000000003,0.13
2026-07-28,6.107777777777779,60.0,41.06728,976.7609999999962,-0.22
2026-07-29,5.916388888888889,62.0,43.380025,662.5900000000053,-0.12
2026-07-30,6.107777777777779,62.0,59.5569,542.9839999999999,0.27
2026-07-31,6.107777777777779,59.0,39.58965,39.498999999999995,0.09
2026-08-01,7.419444444444444,64.0,44.2117,285.14500000000004,0.2
2026-08-02,6.107777777777779,64.0,37.64346666666666,606.7509999999997,-0.22
2026-08-03,7.767777777777778,63.0,62.30790000000001,100.788,0.5
2026-08-04,6.107777777777779,63.0,44.559375,511.1899999999999,-0.03
2026-08-05,6.107777777777779,65.0,51.481975,299.19,0.15
2026-08-06,7.170277777777779,58.0,34.439614285714285,392.6629999999999,0.03
2026-08-07,6.838611111111111,63.0,55.57051666666667,1023.6029999999932,0.11
2026-08-08,5.270000000000001,62.0,58.130700000000004,429.05099999999993,0.17
2026-08-09,6.107777777777779,62.0,45.8037,1258.9189999999942,-0.25
2026-08-10,6.107777777777779,63.0,37.7782,56.81,-0.01
2026-08-13,7.85888888888889,64.0,62.374083333333324,302.11299999999994,0.5
2026-08-14,1.1783333333333332,59.0,44.53246,552.872,-0.58
2026-08-15,6.107777777777779,64.0,48.716750000000005,705.9500000000003,-0.03
2026-08-16,6.107777777777779,60.0,47.492533333333334,452.27600000000007,0.09
2026-08-17,6.107777777777779,59.0,38.073175,178.857,0.01
2026-08-18,9.278055555555554,58.0,60.68475,322.24700000000007,0.5
2026-08-19,6.107777777777779,64.0,37.46953333333334,172.45100000000005,-0.08
2026-08-20,6.107777777777779,54.0,62.196433333333324,411.00300000000016,0.46
2026-08-21,6.107777777777779,63.0,36.272175000000004,339.51599999999985,-0.14
2026-08-22,9.103611111111112,52.0,42.44834,687.1839999999937,0.42
2026-08-23,6.107777777777779,52.0,42.44834,180.063,0.21
